id,name,result,wpca:d1,wpca:d2,color,r,opacity,party
mp_BrankaKaravidic,"Karavidic, Branka (Non-affiliated)",1,-9.735227525,0.500200134,grey,0.05,0.7,Non-affiliated
mp_BrankoProfDrDjurovic,"Djurovic, Branko (SDPS)",1,0.852588353,0.172029987,orange,0.05,0.7,SDPS
mp_BrankoRuzhic,"Ruzic, Branko (SPS)",1,-0.057344919,-0.524745498,red,0.05,0.7,SPS
mp_BratimirVasiljevic,"Vasiljevic, Bratimir (SNS)",1,0.941799221,0.192916934,blue,0.05,0.7,SNS
mp_DaliborRadichevic,"Radicevic, Dalibor (SNS)",1,1.257542327,-0.075997125,blue,0.05,0.7,SNS
mp_DarkoDrLaketic,"Laketic, Darko (SNS)",1,0.739037268,0.38623296,blue,0.05,0.7,SNS
mp_DejanAndrejevic,"Andrejevic, Dejan (SNS)",1,0.988396734,0.058126617,blue,0.05,0.7,SNS
mp_DejanDrNektarijevic,"Nektarijevic, Dejan (SNS)",1,0.645776329,0.189622414,blue,0.05,0.7,SNS
mp_DejanKovachevic,"Kovacevic, Dejan (SNS)",1,1.13713461,-0.071394134,blue,0.05,0.7,SNS
mp_DejanMrChapo,"Capo, Dejan (LSV)",1,-5.49281404,2.044053085,khakki,0.05,0.7,LSV
mp_DejanMrRadenkovic,"Radenkovic, Dejan (SPS)",1,-1.640057168,-1.329970976,red,0.05,0.7,SPS
mp_DejanNikolic,"Nikolic, Dejan (DS)",1,-2.595455877,2.453239351,gold,0.05,0.7,DS
mp_DijanaDrVukomanovic,"Vukomanovic, Dijana (SPS)",1,1.053204497,0.042869908,red,0.05,0.7,SPS
mp_DjorgjeChabarkapa,"Cabarkapa, Djordje (SPS)",1,0.426047088,-0.342559838,red,0.05,0.7,SPS
mp_DjorgjeKosanic,"Kosanic, Djordje (JS)",1,1.005739285,0.057680248,darkviolet,0.05,0.7,JS
mp_DjorgjeMilicevic,"Milicevic, Djordje (SPS)",1,1.123220531,-0.235888263,red,0.05,0.7,SPS
mp_DjorgjeStojshic,"Stojsic, Djordje (LSV)",1,-1.79064048,1.227456866,khakki,0.05,0.7,LSV
mp_DraganaDrBarishic,"Barisic, Dragana (SNS)",1,1.239388821,-0.056158436,blue,0.05,0.7,SNS
mp_DraganAleksic,"Aleksic, Dragan (SNS)",1,1.257542327,-0.075997125,blue,0.05,0.7,SNS
mp_DraganJovanovic,"Jovanovic, Dragan (NS)",1,0.350432143,-0.317536646,violet,0.05,0.7,NS
mp_DraganMarkovic,"Markovic, Dragan (JS)",1,0.198312884,-0.186046746,darkviolet,0.05,0.7,JS
mp_DraganNikolic,"Nikolic, Dragan (SNS)",1,0.607207118,-0.473444653,blue,0.05,0.7,SNS
mp_DraganPaunovic,"Paunovic, Dragan (SNS)",1,1.149789524,0.0536755,blue,0.05,0.7,SNS
mp_DraganPolovina,"Polovina, Dragan (SNS)",1,0.225383759,-0.115224771,blue,0.05,0.7,SNS
mp_DraganShormaz,"Sormaz, Dragan (SNS)",1,0.565070562,0.221977156,blue,0.05,0.7,SNS
mp_DraganShutanovats,"Sutanovac, Dragan (DS)",1,-6.020081078,-2.606863776,gold,0.05,0.7,DS
mp_DraganTodorovic,"Todorovic, Dragan (PS)",1,0.798842299,-0.452355086,pink,0.05,0.7,PS
mp_DragoljubZindovic,"Zindovic, Dragoljub (SNS)",1,0.903785493,0.264684895,blue,0.05,0.7,SNS
mp_DragomirKaric,"Karic, Dragomir (PSSBK)",1,-0.56804285,0.620225819,darkgrey,0.05,0.7,PSSBK
mp_DrazhenJaric,"Jaric, Drazhen (SNS)",1,0.982565339,0.062166238,blue,0.05,0.7,SNS
mp_DubravkaFilipovski,"Filipovski, Dubravka (NS)",1,0.735012767,0.314094655,violet,0.05,0.7,NS
mp_DushanBajatovic,"Bajatovic, Dusan (SPS)",1,0.210954212,-0.173481101,red,0.05,0.7,SPS
mp_DushanJankovic,"Jankovic, Dusan (SNS)",1,0.545527875,-0.417074173,blue,0.05,0.7,SNS
mp_DushanProfDrMilisavljevic,"Milisavljevic, Dusan (DS)",1,-2.11253603,1.87779567,gold,0.05,0.7,DS
mp_DushanStupar,"Stupar, Dusan (SNS)",1,1.2132886,-0.082552659,blue,0.05,0.7,SNS
mp_DushitsaNikolic,"Nikolic, Dusica (SNS)",1,0.565144963,-0.514062777,blue,0.05,0.7,SNS
mp_DushitsaStojkovic,"Stojkovic, Dusica (SNS)",1,1.129991569,0.016654522,blue,0.05,0.7,SNS
mp_ElviraKovácsElviraKovach,"Kovács, Elvira (SVM)",1,1.169402728,-0.018365057,green,0.05,0.7,SVM
mp_GoranBogdanovic,"Bogdanovic, Goran (SDS)",1,-2.604890011,2.104156964,cyan,0.05,0.7,SDS
mp_GoranCiric,"Ciric, Goran (DS)",1,-3.814545667,3.215657183,gold,0.05,0.7,DS
mp_GoranKovachevic,"Kovacevic, Goran (SNS)",1,1.066302752,0.085432182,blue,0.05,0.7,SNS
mp_GoranMladenovic,"Mladenovic, Goran (SNS)",1,0.116311636,-0.100249961,blue,0.05,0.7,SNS
mp_GoranVukadinovic,"Vukadinovic, Goran (SNS)",1,1.183241578,-0.077872431,blue,0.05,0.7,SNS
mp_GordanaDrZoric,"Zoric, Gordana (SNS)",1,1.050070741,0.070506199,blue,0.05,0.7,SNS
mp_GordanaChomic,"Comic, Gordana (DS)",1,-8.813326315,-1.367528432,gold,0.05,0.7,DS
mp_GordanaTopic,"Topic, Gordana (SPS)",1,0.469409129,-0.338366931,red,0.05,0.7,SPS
mp_GrozdanaBanats,"Banac, Grozdana (PUPS)",1,0.039407297,0.097367924,darkred,0.05,0.7,PUPS
mp_IgorMrBechic,"Becic, Igor (Non-affiliated)",1,1.218086027,-0.027710628,grey,0.05,0.7,Non-affiliated
mp_IrenaAleksic,"Aleksic, Irena (SNS)",1,1.236306099,-0.054740852,blue,0.05,0.7,SNS
mp_IvanaDinic,"Dinic, Ivana (SPS)",1,1.249932473,-0.068647164,red,0.05,0.7,SPS
mp_IvanaStojiljkovic,"Stojiljkoviæ, Ivana (SNS)",1,1.22976796,-0.076501878,blue,0.05,0.7,SNS
mp_IvanDrBauer,"Bauer, Ivan (SDPS)",1,0.794399842,-0.371634132,orange,0.05,0.7,SDPS
mp_IvanKaric,"Karic, Ivan (ZS)",1,-2.828779202,2.90392019,darkgrey,0.05,0.7,ZS
mp_IvitsaJevtic,"Jevtic, Ivica (SNS)",1,1.007626077,-0.110901103,blue,0.05,0.7,SNS
mp_JankoDrVeselinovic,"Veselinovic, Janko (SDS)",1,-6.593430486,-1.630006692,cyan,0.05,0.7,SDS
mp_JasminaObradovic,"Obradovic, Jasmina (SNS)",1,0.881646801,0.279595385,blue,0.05,0.7,SNS
mp_JelenaMijatovic,"Mijatovic, Jelena (SNS)",1,1.168457326,0.017855575,blue,0.05,0.7,SNS
mp_JelisavetaPribojats,"Pribojac, Jelisaveta (SNS)",1,1.20514225,0.039113394,blue,0.05,0.7,SNS
mp_JelisavetaVeljkovic,"Veljkovic, Jelisaveta (PUPS)",1,0.717558778,0.381494314,darkred,0.05,0.7,PUPS
mp_JezdimirDrVuchetic,"Vucetic, Jezdimir (SNS)",1,1.237887862,-0.091245322,blue,0.05,0.7,SNS
mp_JovanaJovanovic,"Jovanovic, Jovana (DS)",1,-2.784353255,1.497869262,gold,0.05,0.7,DS
