"id","wpca:d2","wpca:d1","name","color","r","result","opacity"
"6161",0.56335513510545,0.713259668508287,"6161","red",0.05,1,0.1
"6162",0.619021234030789,0.9,"6162","red",0.05,1,0.1
"6163",0.560327893539901,0.774585635359116,"6163","red",0.05,1,0.1
"6164",0.748844250706435,0.850276243093923,"6164","red",0.05,1,0.1
"6165",0.709111434764815,0.856906077348066,"6165","red",0.05,1,0.1
"6166",0.691211134371909,0.840331491712707,"6166","red",0.05,1,0.1
"6167",0.647779612943257,0.851381215469613,"6167","red",0.05,1,0.1
"6168",0.697300299368733,0.449723756906077,"6168","red",0.05,1,0.1
"6169",0.820957790843794,0.978453038674033,"6169","red",0.05,1,0.1
"6170",0.67560999800977,0.946408839779005,"6170","red",0.05,1,0.1
"6171",0.640818949088306,0.632044198895028,"6171","red",0.05,1,0.1
"6172",0.675747681151082,0.813259668508287,"6172","red",0.05,1,0.1
"6173",0.570412744841835,0.668508287292818,"6173","red",0.05,1,0.1
"6174",0.601258112391804,0.876243093922652,"6174","red",0.05,1,0.1
"6175",0.780963609220028,0.714917127071823,"6175","red",0.05,1,0.1
"6176",0.762194150005971,0.599447513812155,"6176","red",0.05,1,0.1
"6177",0.690644363008345,0.870165745856354,"6177","red",0.05,1,0.1
"6178",0.599279811514311,0.764640883977901,"6178","red",0.05,1,0.1
"6179",0.614210458222508,0.764088397790055,"6179","red",0.05,1,0.1
"6180",0.635147640322804,0.846408839779005,"6180","red",0.05,1,0.1
"6181",0.698902032672526,0.65414364640884,"6181","red",0.05,1,0.1
"6182",0.680980463390329,0.710497237569061,"6182","red",0.05,1,0.1
"6183",0.8057200052968,0.909944751381215,"6183","red",0.05,1,0.1
"6184",0.603702603827829,0.789502762430939,"6184","red",0.05,1,0.1
"6185",0.514934266611104,0.712707182320442,"6185","red",0.05,1,0.1
"6186",0.749474124736989,0.737569060773481,"6186","red",0.05,1,0.1
"6187",0.70972674541012,0.737016574585635,"6187","red",0.05,1,0.1
"6188",0.762786568678925,0.861325966850829,"6188","red",0.05,1,0.1
"6189",0.62411707120101,0.694475138121547,"6189","red",0.05,1,0.1
"6190",0.69575872898862,0.84475138121547,"6190","red",0.05,1,0.1
"6191",0.769305512297651,0.883977900552486,"6191","red",0.05,1,0.1
"6192",0.505317916073016,0.551933701657459,"6192","red",0.05,1,0.1
"6193",0.620799310277482,0.683425414364641,"6193","red",0.05,1,0.1
"6194",0.630354710863825,0.797237569060773,"6194","red",0.05,1,0.1
"6195",0.732799310183667,0.819337016574586,"6195","red",0.05,1,0.1
"6196",0.652863556129063,0.844198895027624,"6196","red",0.05,1,0.1
"6197",0.763900425507607,0.793922651933702,"6197","red",0.05,1,0.1
"6198",0.840404645208856,0.882872928176796,"6198","red",0.05,1,0.1
"6199",0.666714894218341,0.793370165745856,"6199","red",0.05,1,0.1
"6200",0.496741870484262,0.346408839779006,"6200","red",0.05,1,0.1
"6201",0.589306437140518,0.770718232044199,"6201","red",0.05,1,0.1
"6202",0.655283434035347,0.567403314917127,"6202","red",0.05,1,0.1
"6203",0.439040839720688,0.417168674698795,"6203","red",0.05,1,0.1
"6204",0.704885188740409,0.864640883977901,"6204","red",0.05,1,0.1
"6205",0.582299562506637,0.311049723756906,"6205","red",0.05,1,0.1
"6206",0.745031136141559,0.807734806629834,"6206","red",0.05,1,0.1
"6207",0.685084038966797,0.920994475138121,"6207","red",0.05,1,0.1
"6208",0.684342489750343,0.637569060773481,"6208","red",0.05,1,0.1
"6209",0.622431430258347,0.812154696132597,"6209","red",0.05,1,0.1
"6210",0.608048892115081,0.723756906077348,"6210","red",0.05,1,0.1
"6211",0.602897364520838,0.714364640883978,"6211","red",0.05,1,0.1
"6212",0.660242497414246,0.871823204419889,"6212","red",0.05,1,0.1
"6213",0.758959084481473,0.875138121546961,"6213","red",0.05,1,0.1
"6214",0.759205142800608,0.812154696132597,"6214","red",0.05,1,0.1
"6215",0.679649474967081,0.955801104972376,"6215","red",0.05,1,0.1
"6216",0.736035514471959,0.799447513812155,"6216","red",0.05,1,0.1
"6217",0.709327485889022,0.840331491712707,"6217","red",0.05,1,0.1
"6218",0.835974626334418,0.902762430939226,"6218","red",0.05,1,0.1
"6219",0.460882185237934,0.583425414364641,"6219","red",0.05,1,0.1
"6220",0.736277963126554,0.740331491712707,"6220","red",0.05,1,0.1
"6221",0.735519199633894,0.719889502762431,"6221","red",0.05,1,0.1
"6222",0.673640394611934,0.919337016574586,"6222","red",0.05,1,0.1
"6223",0.783459984311019,0.949723756906077,"6223","red",0.05,1,0.1
"6224",0.750269722106478,0.884530386740331,"6224","red",0.05,1,0.1
"6225",0.622088156035993,0.787292817679558,"6225","red",0.05,1,0.1
"6226",0.670288642728665,0.902209944751381,"6226","red",0.05,1,0.1
"6227",0.708290706899827,0.746408839779006,"6227","red",0.05,1,0.1
"6228",0.768872041397483,0.922651933701657,"6228","red",0.05,1,0.1
"6229",0.583443035745001,0.731064763995609,"6229","red",0.05,1,0.1
"6230",0.62374125028706,0.88121546961326,"6230","red",0.05,1,0.1
"6231",0.653761120410246,0.810497237569061,"6231","red",0.05,1,0.1
"6232",0.642563574411346,0.624861878453039,"6232","red",0.05,1,0.1
"6233",0.792255454247998,0.973480662983425,"6233","red",0.05,1,0.1
"6234",0.753687834336213,0.780110497237569,"6234","red",0.05,1,0.1
"6235",0.627881581690476,0.846961325966851,"6235","red",0.05,1,0.1
"6236",0.673265833198927,0.928729281767956,"6236","red",0.05,1,0.1
"6237",0.719602095904821,0.92707182320442,"6237","red",0.05,1,0.1
"6238",0.730112343933208,0.748618784530387,"6238","red",0.05,1,0.1
"6239",0.594564910854876,0.848618784530387,"6239","red",0.05,1,0.1
"6240",0.727982861340224,0.619337016574586,"6240","red",0.05,1,0.1
"6246",0.714106030645098,0.922099447513812,"6246","red",0.05,1,0.1
"6268",0.556631174711655,0.711925287356322,"6268","red",0.05,1,0.1
"6279",0.568455849397033,0.899801587301587,"6279","red",0.05,1,0.1
"6280",0.593033932785584,0.878968253968254,"6280","red",0.05,1,0.1
"6284",0.399442935557335,0.915461624026696,"6284","red",0.05,1,0.1
"6288",0.343830919372109,0.919087136929461,"6288","red",0.05,1,0.1
"68",0.672579320486855,0.940331491712707,"68","red",0.05,1,0.1
"5509a8fb273a3904f6e71a66",0.632527363201209,0.995498392282958,"5509a8fb273a3904f6e71a66","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a6a",0.308897877006559,0.932773109243697,"5509a8fb273a3904f6e71a6a","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a6e",0.613522687466346,0.973633440514469,"5509a8fb273a3904f6e71a6e","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a72",0.633951439682801,0.984565916398714,"5509a8fb273a3904f6e71a72","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a76",0.927610003379909,0.929260450160772,"5509a8fb273a3904f6e71a76","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a7a",0.626752450256346,0.990353697749196,"5509a8fb273a3904f6e71a7a","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a7e",0.874060504721772,0.979421221864952,"5509a8fb273a3904f6e71a7e","blue",0.05,1,0.1
"5509a8fb273a3904f6e71a82",0.851587028750669,0.971704180064309,"5509a8fb273a3904f6e71a82","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a86",0.842706685565654,0.905466237942122,"5509a8fc273a3904f6e71a86","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a8a",0.652334934899016,1,"5509a8fc273a3904f6e71a8a","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a8e",0.629149553113916,0.994855305466238,"5509a8fc273a3904f6e71a8e","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a92",0.630520205642115,0.997427652733119,"5509a8fc273a3904f6e71a92","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a96",0.88861961266511,0.976848874598071,"5509a8fc273a3904f6e71a96","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a9a",0.871311248406897,0.913183279742765,"5509a8fc273a3904f6e71a9a","blue",0.05,1,0.1
"5509a8fc273a3904f6e71a9e",0.558995446828746,0.610932475884244,"5509a8fc273a3904f6e71a9e","blue",0.05,1,0.1
"5509a8fc273a3904f6e71aa2",0.619324620690132,0.985209003215434,"5509a8fc273a3904f6e71aa2","blue",0.05,1,0.1
"5509a8fc273a3904f6e71aa6",0.578435853303908,0.882958199356913,"5509a8fc273a3904f6e71aa6","blue",0.05,1,0.1
"5509a8fc273a3904f6e71aaa",0.627924257798218,0.895176848874598,"5509a8fc273a3904f6e71aaa","blue",0.05,1,0.1
"5509a8fc273a3904f6e71aae",0.810843022402665,0.839871382636656,"5509a8fc273a3904f6e71aae","blue",0.05,1,0.1
"5509a8fc273a3904f6e71ab2",0.634526221625999,0.998713826366559,"5509a8fc273a3904f6e71ab2","blue",0.05,1,0.1
"5509a8fc273a3904f6e71ab6",0.681563191542364,0.954983922829582,"5509a8fc273a3904f6e71ab6","blue",0.05,1,0.1
"5509a8fc273a3904f6e71aba",0.634390437430696,0.992926045016077,"5509a8fc273a3904f6e71aba","blue",0.05,1,0.1
"5509a8fc273a3904f6e71abe",0.613011088487785,0.972347266881029,"5509a8fc273a3904f6e71abe","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ac2",0.995284492137315,0.938906752411576,"5509a8fd273a3904f6e71ac2","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ac6",0.640703724084652,0.980707395498392,"5509a8fd273a3904f6e71ac6","blue",0.05,1,0.1
"5509a8fd273a3904f6e71aca",0.630190674103944,0.998070739549839,"5509a8fd273a3904f6e71aca","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ace",0.395059722139084,0.484244372990354,"5509a8fd273a3904f6e71ace","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ad2",0.755577659170458,0.917041800643087,"5509a8fd273a3904f6e71ad2","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ad6",0.587201659069265,0.920257234726688,"5509a8fd273a3904f6e71ad6","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ada",0.833696474972785,0.971704180064309,"5509a8fd273a3904f6e71ada","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ade",0.607762555371796,0.956270096463023,"5509a8fd273a3904f6e71ade","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ae2",0.633993199589879,0.99935691318328,"5509a8fd273a3904f6e71ae2","blue",0.05,1,0.1
"5509a8fd273a3904f6e71ae6",0.949644269850938,0.957556270096463,"5509a8fd273a3904f6e71ae6","blue",0.05,1,0.1
"5509a8fd273a3904f6e71aea",0.624842657128778,0.976848874598071,"5509a8fd273a3904f6e71aea","blue",0.05,1,0.1
"5509a8fd273a3904f6e71aee",0.628565976622721,0.994855305466238,"5509a8fd273a3904f6e71aee","blue",0.05,1,0.1
"5509a8fd273a3904f6e71af2",0.628087305842904,0.995498392282958,"5509a8fd273a3904f6e71af2","blue",0.05,1,0.1
"5509a8fd273a3904f6e71af6",0.910524689023148,0.983279742765273,"5509a8fd273a3904f6e71af6","blue",0.05,1,0.1
"5509a8fd273a3904f6e71afa",0.896691146136361,0.979421221864952,"5509a8fd273a3904f6e71afa","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b02",0.602818685528049,0.971061093247588,"5509a8fe273a3904f6e71b02","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b06",0.660345230883462,0.989710610932476,"5509a8fe273a3904f6e71b06","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b0a",0.594854383113801,0.943786982248521,"5509a8fe273a3904f6e71b0a","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b0e",0.924146169424074,0.966559485530547,"5509a8fe273a3904f6e71b0e","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b12",0.604026780639815,0.998713826366559,"5509a8fe273a3904f6e71b12","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b1a",0.897153531165943,0.999013806706114,"5509a8fe273a3904f6e71b1a","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b1e",0.823677991077621,0.898392282958199,"5509a8fe273a3904f6e71b1e","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b22",0.58926820876257,0.996899224806202,"5509a8fe273a3904f6e71b22","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b26",0.928190014740562,0.936334405144695,"5509a8fe273a3904f6e71b26","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b2a",0.793078484400719,0.763344051446945,"5509a8fe273a3904f6e71b2a","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b2e",0.845737062520571,0.939549839228296,"5509a8fe273a3904f6e71b2e","blue",0.05,1,0.1
"5509a8fe273a3904f6e71b32",0.636551770001481,0.994212218649518,"5509a8fe273a3904f6e71b32","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b36",0.695978970499834,0.840368380660015,"5509a8ff273a3904f6e71b36","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b3a",0.46915333416488,0.802572347266881,"5509a8ff273a3904f6e71b3a","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b3e",0.372475100546973,0.752100840336134,"5509a8ff273a3904f6e71b3e","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b42",0.627708965984954,0.995498392282958,"5509a8ff273a3904f6e71b42","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b46",0.884030885381791,0.973633440514469,"5509a8ff273a3904f6e71b46","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b4a",0.511135968361821,0.993076923076923,"5509a8ff273a3904f6e71b4a","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b4e",0.631612732559281,0.998070739549839,"5509a8ff273a3904f6e71b4e","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b52",0.646936349222933,0.994855305466238,"5509a8ff273a3904f6e71b52","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b56",0.632351224663376,0.99935691318328,"5509a8ff273a3904f6e71b56","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b5a",0.631876486134239,0.99935691318328,"5509a8ff273a3904f6e71b5a","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b5e",0.851810542286058,0.938906752411576,"5509a8ff273a3904f6e71b5e","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b62",0.612507714663623,0.936977491961415,"5509a8ff273a3904f6e71b62","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b66",0.641374185903995,0.967845659163987,"5509a8ff273a3904f6e71b66","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b6a",0.60667645843712,0.84951768488746,"5509a8ff273a3904f6e71b6a","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b6e",0.887833394876252,0.996055226824458,"5509a8ff273a3904f6e71b6e","blue",0.05,1,0.1
"5509a8ff273a3904f6e71b72",0.831376124415072,0.821864951768489,"5509a8ff273a3904f6e71b72","blue",0.05,1,0.1
"5509a900273a3904f6e71b76",0.361616305018926,0.75,"5509a900273a3904f6e71b76","blue",0.05,1,0.1
"5509a900273a3904f6e71b7a",0.597431976933942,0.922829581993569,"5509a900273a3904f6e71b7a","blue",0.05,1,0.1
"5509a900273a3904f6e71b7e",0.915889526940679,0.980064308681672,"5509a900273a3904f6e71b7e","blue",0.05,1,0.1
"5509a900273a3904f6e71b82",0.903056117428725,0.968488745980707,"5509a900273a3904f6e71b82","blue",0.05,1,0.1
"5509a900273a3904f6e71b86",0.629943896160135,0.994855305466238,"5509a900273a3904f6e71b86","blue",0.05,1,0.1
"5509a900273a3904f6e71b8a",0.893294743048046,0.985852090032154,"5509a900273a3904f6e71b8a","blue",0.05,1,0.1
"5509a900273a3904f6e71b8e",0.893451446981358,0.986495176848875,"5509a900273a3904f6e71b8e","blue",0.05,1,0.1
"5509a900273a3904f6e71b92",0.865463165809419,0.854019292604502,"5509a900273a3904f6e71b92","blue",0.05,1,0.1
"5509a900273a3904f6e71b96",0.902708710426444,0.989710610932476,"5509a900273a3904f6e71b96","blue",0.05,1,0.1
"5509a900273a3904f6e71b9a",0.87493046840688,0.971061093247588,"5509a900273a3904f6e71b9a","blue",0.05,1,0.1
"5509a900273a3904f6e71b9e",0.633549886490582,0.99935691318328,"5509a900273a3904f6e71b9e","blue",0.05,1,0.1
"5509a900273a3904f6e71ba2",0.830028651734255,0.757556270096463,"5509a900273a3904f6e71ba2","blue",0.05,1,0.1
"5509a900273a3904f6e71ba6",0.868049752011209,0.927331189710611,"5509a900273a3904f6e71ba6","blue",0.05,1,0.1
"5509a900273a3904f6e71baa",0.620725168699683,0.991639871382637,"5509a900273a3904f6e71baa","blue",0.05,1,0.1
"5509a900273a3904f6e71bae",0.626728813195117,0.994212218649518,"5509a900273a3904f6e71bae","blue",0.05,1,0.1
"5509a900273a3904f6e71bb2",0.644342223746173,0.823151125401929,"5509a900273a3904f6e71bb2","blue",0.05,1,0.1
"5509a901273a3904f6e71bb6",0.2061557863523,0.882352941176471,"5509a901273a3904f6e71bb6","blue",0.05,1,0.1
"5509a901273a3904f6e71bba",0.808249978230742,0.92411575562701,"5509a901273a3904f6e71bba","blue",0.05,1,0.1
"5509a901273a3904f6e71bbe",0.620197017417619,0.937620578778135,"5509a901273a3904f6e71bbe","blue",0.05,1,0.1
"5509a901273a3904f6e71bc2",0.84935618937196,0.977491961414791,"5509a901273a3904f6e71bc2","blue",0.05,1,0.1
"5509a901273a3904f6e71bc6",0.889759598259763,0.915755627009646,"5509a901273a3904f6e71bc6","blue",0.05,1,0.1
"5509a901273a3904f6e71bca",0.543143892880616,0.936923076923077,"5509a901273a3904f6e71bca","blue",0.05,1,0.1
"5509a901273a3904f6e71bce",0.628335324376136,0.99935691318328,"5509a901273a3904f6e71bce","blue",0.05,1,0.1
"5509a901273a3904f6e71bd2",0.898313995986377,0.990353697749196,"5509a901273a3904f6e71bd2","blue",0.05,1,0.1
"5509a901273a3904f6e71bda",0.915911187965384,0.998070739549839,"5509a901273a3904f6e71bda","blue",0.05,1,0.1
"5509a901273a3904f6e71bde",0.840864322373549,0.967202572347267,"5509a901273a3904f6e71bde","blue",0.05,1,0.1
"5509a901273a3904f6e71be2",0.907775124505499,0.989710610932476,"5509a901273a3904f6e71be2","blue",0.05,1,0.1
"5509a901273a3904f6e71be6",0.592657666357987,0.952411575562701,"5509a901273a3904f6e71be6","blue",0.05,1,0.1
"5509a901273a3904f6e71bea",0.881326558342143,0.97491961414791,"5509a901273a3904f6e71bea","blue",0.05,1,0.1
"5509a901273a3904f6e71bee",0.514637782535483,0.954981549815498,"5509a901273a3904f6e71bee","blue",0.05,1,0.1
"5509a902273a3904f6e71bf2",0.610219651920705,0.967845659163987,"5509a902273a3904f6e71bf2","blue",0.05,1,0.1
"5509a902273a3904f6e71bf6",0.742342433572475,0.839228295819936,"5509a902273a3904f6e71bf6","blue",0.05,1,0.1
"5509a902273a3904f6e71bfa",0.57417183193588,0.880385852090032,"5509a902273a3904f6e71bfa","blue",0.05,1,0.1
"5509a902273a3904f6e71bfe",0.519414443400306,0.909225092250923,"5509a902273a3904f6e71bfe","blue",0.05,1,0.1
